1.814762689173221588e-02,-3.110434114933013916e-01,2.437953092157840729e-02
1.409551352262496948e-01,1.659533679485321045e-01,-2.569756209850311279e-01
-9.920354187488555908e-02,-2.792466990649700165e-02,-8.829617500305175781e-02
-1.342969201505184174e-02,6.282899528741836548e-02,-1.841035187244415283e-01
-1.792708178982138634e-03,4.884243309497833252e-01,-1.065673232078552246e-01
1.496049314737319946e-01,-1.839423924684524536e-02,-1.607936471700668335e-01
1.698097586631774902e-02,-2.370045483112335205e-01,-1.351398229598999023e-01
1.151141598820686340e-01,2.034738510847091675e-01,1.592506170272827148e-01
1.822700053453445435e-01,-2.266311049461364746e-01,2.440598607063293457e-01
-1.164244264364242554e-01,4.615371227264404297e-01,1.421328932046890259e-01
2.815369367599487305e-01,-3.968029841780662537e-02,8.693196624517440796e-02
4.220249503850936890e-02,3.231653571128845215e-01,-2.283849716186523438e-01
2.537944586947560310e-03,2.905715070664882660e-02,-3.160646185278892517e-02
-2.425054609775543213e-01,1.719660013914108276e-01,-1.390264332294464111e-01
-1.877654790878295898e-01,-2.664422690868377686e-01,1.916734576225280762e-01
3.227823674678802490e-01,-2.543215267360210419e-02,-7.322177290916442871e-02
1.785030774772167206e-02,-4.543368145823478699e-02,2.347569018602371216e-01
-3.925382345914840698e-02,-2.921287715435028076e-01,1.948686093091964722e-01
1.126301735639572144e-01,3.370547890663146973e-01,-1.065052896738052368e-01
-1.576183363795280457e-02,-3.082188665866851807e-01,2.946734428405761719e-01
5.115750804543495178e-02,-8.668228238821029663e-02,-2.171327620744705200e-01
1.576288416981697083e-02,-3.166090250015258789e-01,1.567651703953742981e-02
3.193729743361473083e-02,3.085664808750152588e-01,3.089885599911212921e-02
5.601153150200843811e-02,3.080780804157257080e-01,-2.079218029975891113e-01
2.653480507433414459e-02,2.649353444576263428e-02,-2.481958270072937012e-01
-1.091299578547477722e-01,4.007944762706756592e-01,2.207989841699600220e-01
-1.678345352411270142e-02,4.903262257575988770e-01,-3.183102309703826904e-01
-2.075133323669433594e-01,-3.938534557819366455e-01,2.324176579713821411e-01
-1.638361513614654541e-01,2.491821050643920898e-01,-7.587151974439620972e-02
1.767276823520660400e-01,6.659933924674987793e-02,-3.389415517449378967e-02
-9.815842658281326294e-02,2.356372028589248657e-01,3.175666928291320801e-02
1.701062917709350586e-01,3.449396416544914246e-02,3.062750697135925293e-01
1.000409759581089020e-02,-1.656923592090606689e-01,-7.716573029756546021e-02
3.817679360508918762e-02,-4.104869663715362549e-01,4.668494686484336853e-02
2.427594512701034546e-01,2.037345916032791138e-01,-7.989908754825592041e-02
1.013711281120777130e-02,-1.338280588388442993e-01,1.483771055936813354e-01
4.282963648438453674e-02,-3.265345990657806396e-01,-2.309473231434822083e-02
6.223478540778160095e-02,3.883126974105834961e-01,-2.695116698741912842e-01
-5.206267908215522766e-02,5.078365206718444824e-01,-2.981673479080200195e-01
1.343613117933273315e-02,-5.182876586914062500e-01,8.229681104421615601e-02
-2.723669819533824921e-02,4.009777009487152100e-01,-1.200075596570968628e-01
-2.814652770757675171e-02,-1.165061630308628082e-02,-2.445693761110305786e-01
1.647500842809677124e-01,2.111480198800563812e-02,7.814726978540420532e-02
-3.864638507366180420e-02,1.189983217045664787e-03,-1.274395883083343506e-01
-1.161469519138336182e-01,3.194966018199920654e-01,-1.691462844610214233e-01
-1.912125945091247559e-01,-1.115717738866806030e-02,6.491093337535858154e-02
3.101042807102203369e-01,-1.888851076364517212e-01,1.468824744224548340e-01
-1.369914412498474121e-01,3.174178600311279297e-01,-1.614087522029876709e-01
2.816234230995178223e-01,-2.831249833106994629e-01,2.556433379650115967e-01
1.492152735590934753e-02,-4.664016067981719971e-01,5.760422348976135254e-02
1.708087921142578125e-01,-2.915122807025909424e-01,7.730745244771242142e-03
3.080671653151512146e-03,2.846289277076721191e-01,-2.362211197614669800e-01
-8.778496831655502319e-02,4.045858383178710938e-01,1.339332163333892822e-01
-8.488952368497848511e-02,-3.467714190483093262e-01,3.040421009063720703e-01
-6.571874767541885376e-02,2.510545849800109863e-01,1.442986130714416504e-01
6.806010752916336060e-02,-8.012425899505615234e-02,2.383374869823455811e-01
-4.850665573030710220e-03,1.920219957828521729e-01,2.799273729324340820e-01
2.623528474941849709e-03,-9.028151631355285645e-03,-5.639730021357536316e-03
-1.125389412045478821e-01,2.243538349866867065e-01,-1.031568869948387146e-01
2.547863498330116272e-02,-3.015666007995605469e-01,-6.132300943136215210e-02
-1.660762238316237926e-03,3.922711610794067383e-01,-1.938287541270256042e-02
-3.241396695375442505e-02,-1.420328021049499512e-01,2.298297286033630371e-01
3.353945910930633545e-02,3.939866125583648682e-01,-2.765025496482849121e-01
8.188073523342609406e-03,-5.552261471748352051e-01,4.982687160372734070e-02
